grid_id,grid_lon_min,grid_lat_min,grid_lon_max,grid_lat_max
1,116.8315,36.71129734099892,116.84946622349985,36.72926356449874
2,116.8315,36.72926356449874,116.84946622349985,36.74722978799856
3,116.84946622349985,36.6035,116.86743244699966,36.621466223499816
4,116.84946622349985,36.621466223499816,116.86743244699966,36.63943244699964
5,116.84946622349985,36.63943244699964,116.86743244699966,36.657398670499454
6,116.90336489399928,36.6035,116.92133111749912,36.621466223499816
7,116.90336489399928,36.63943244699964,116.92133111749912,36.657398670499454
8,116.90336489399928,36.65739867049946,116.92133111749912,36.67536489399928
9,116.90336489399928,36.67536489399928,116.92133111749912,36.6933311174991
10,116.90336489399928,36.6933311174991,116.92133111749912,36.71129734099892
11,116.90336489399928,36.71129734099892,116.92133111749912,36.72926356449874
12,116.90336489399928,36.72926356449874,116.92133111749912,36.74722978799856
13,116.92133111749912,36.67536489399928,116.93929734099892,36.6933311174991
14,116.95726356449876,36.65739867049946,116.97522978799856,36.67536489399928
15,116.95726356449876,36.6933311174991,116.97522978799856,36.71129734099892
16,116.95726356449876,36.71129734099892,116.97522978799856,36.72926356449874
17,116.95726356449876,36.72926356449874,116.97522978799856,36.74722978799856
18,116.97522978799856,36.6035,116.9931960114984,36.621466223499816
19,116.97522978799856,36.621466223499816,116.9931960114984,36.63943244699964
20,116.97522978799856,36.63943244699964,116.9931960114984,36.657398670499454
21,116.97522978799856,36.65739867049946,116.9931960114984,36.67536489399928
22,116.97522978799856,36.67536489399928,116.9931960114984,36.6933311174991
23,116.97522978799856,36.6933311174991,116.9931960114984,36.71129734099892
24,116.97522978799856,36.71129734099892,116.9931960114984,36.72926356449874
25,116.97522978799856,36.72926356449874,116.9931960114984,36.74722978799856
26,116.99319601149838,36.6035,117.0111622349982,36.621466223499816
27,116.99319601149838,36.621466223499816,117.0111622349982,36.63943244699964
28,116.99319601149838,36.63943244699964,117.0111622349982,36.657398670499454
29,116.99319601149838,36.65739867049946,117.0111622349982,36.67536489399928
30,116.99319601149838,36.67536489399928,117.0111622349982,36.6933311174991
31,116.99319601149838,36.6933311174991,117.0111622349982,36.71129734099892
32,117.02912845849804,36.63943244699964,117.04709468199786,36.657398670499454
33,117.02912845849804,36.65739867049946,117.04709468199786,36.67536489399928
34,117.02912845849804,36.67536489399928,117.04709468199786,36.6933311174991
35,117.02912845849804,36.6933311174991,117.04709468199786,36.71129734099892
36,117.02912845849804,36.71129734099892,117.04709468199786,36.72926356449874
37,117.02912845849804,36.72926356449874,117.04709468199786,36.74722978799856
38,117.04709468199783,36.6035,117.06506090549767,36.621466223499816
39,117.04709468199783,36.621466223499816,117.06506090549767,36.63943244699964
40,117.04709468199783,36.63943244699964,117.06506090549767,36.657398670499454
41,117.04709468199783,36.65739867049946,117.06506090549767,36.67536489399928
42,117.04709468199783,36.67536489399928,117.06506090549767,36.6933311174991
43,117.04709468199783,36.6933311174991,117.06506090549767,36.71129734099892
44,117.04709468199783,36.71129734099892,117.06506090549767,36.72926356449874
45,117.04709468199783,36.72926356449874,117.06506090549767,36.74722978799856
46,117.06506090549767,36.6035,117.0830271289975,36.621466223499816
47,117.06506090549767,36.621466223499816,117.0830271289975,36.63943244699964
48,117.06506090549767,36.63943244699964,117.0830271289975,36.657398670499454
49,117.06506090549767,36.65739867049946,117.0830271289975,36.67536489399928
50,117.06506090549767,36.67536489399928,117.0830271289975,36.6933311174991
51,117.08302712899749,36.72926356449874,117.10099335249733,36.74722978799856
52,117.10099335249733,36.6035,117.11895957599714,36.621466223499816
53,117.10099335249733,36.621466223499816,117.11895957599714,36.63943244699964
54,117.10099335249733,36.63943244699964,117.11895957599714,36.657398670499454
55,117.10099335249733,36.65739867049946,117.11895957599714,36.67536489399928
56,117.10099335249733,36.67536489399928,117.11895957599714,36.6933311174991
57,117.10099335249733,36.6933311174991,117.11895957599714,36.71129734099892
58,117.10099335249733,36.71129734099892,117.11895957599714,36.72926356449874
59,117.10099335249733,36.72926356449874,117.11895957599714,36.74722978799856
60,117.11895957599712,36.6035,117.13692579949696,36.621466223499816
61,117.11895957599712,36.621466223499816,117.13692579949696,36.63943244699964
62,117.11895957599712,36.63943244699964,117.13692579949696,36.657398670499454
63,117.11895957599712,36.65739867049946,117.13692579949696,36.67536489399928
64,117.11895957599712,36.67536489399928,117.13692579949696,36.6933311174991
65,117.11895957599712,36.72926356449874,117.13692579949696,36.74722978799856
66,117.13692579949696,36.6035,117.15489202299678,36.621466223499816
67,117.13692579949696,36.621466223499816,117.15489202299678,36.63943244699964
68,117.13692579949696,36.63943244699964,117.15489202299678,36.657398670499454
69,117.13692579949696,36.6933311174991,117.15489202299678,36.71129734099892
70,117.13692579949696,36.71129734099892,117.15489202299678,36.72926356449874
71,117.15489202299678,36.71129734099892,117.1728582464966,36.72926356449874
72,117.15489202299678,36.72926356449874,117.1728582464966,36.74722978799856
73,117.1728582464966,36.6035,117.1908244699964,36.621466223499816
74,117.1728582464966,36.621466223499816,117.1908244699964,36.63943244699964
75,117.1728582464966,36.63943244699964,117.1908244699964,36.657398670499454
76,117.1728582464966,36.65739867049946,117.1908244699964,36.67536489399928
77,117.1728582464966,36.67536489399928,117.1908244699964,36.6933311174991
78,117.1728582464966,36.6933311174991,117.1908244699964,36.71129734099892
79,117.1728582464966,36.71129734099892,117.1908244699964,36.72926356449874
80,117.1728582464966,36.72926356449874,117.1908244699964,36.74722978799856
81,117.1908244699964,36.6035,117.20879069349624,36.621466223499816
82,117.1908244699964,36.621466223499816,117.20879069349624,36.63943244699964
83,117.1908244699964,36.63943244699964,117.20879069349624,36.657398670499454
84,117.1908244699964,36.67536489399928,117.20879069349624,36.6933311174991
85,117.1908244699964,36.71129734099892,117.20879069349624,36.72926356449874
86,117.22675691699604,36.63943244699964,117.24472314049588,36.657398670499454
87,117.22675691699604,36.65739867049946,117.24472314049588,36.67536489399928
88,117.22675691699604,36.67536489399928,117.24472314049588,36.6933311174991
89,117.22675691699604,36.6933311174991,117.24472314049588,36.71129734099892
90,117.22675691699604,36.71129734099892,117.24472314049588,36.72926356449874
91,117.24472314049588,36.6035,117.2626893639957,36.621466223499816
92,117.24472314049588,36.621466223499816,117.2626893639957,36.63943244699964
93,117.24472314049588,36.63943244699964,117.2626893639957,36.657398670499454
94,117.24472314049588,36.65739867049946,117.2626893639957,36.67536489399928
